,Titres,Format Prix,Evaluations (sur 5),Nombre d'évaluations,Liens
71,Recettes à l'extracteur de jus: 140 recettes pour faire le plein de vitamines,"['Relié 9,95€€']","4,4",708,https://www.amazon.fr//Recettes-lextracteur-jus-recettes-vitamines/dp/2035934184/ref=sr_1_108?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-108
72,Cuisine facile et rapide avec la friteuse à air: 100 Recettes rapides et faciles : Recettes simples et saines pour tous les jours ; Recettes saines et rapides (Livre de recettes friteuse sans huile),"['Broché 9,95€€', 'Format Kindle 3,99€€']","4,0",140,https://www.amazon.fr//Cuisine-facile-rapide-avec-friteuse-ebook/dp/B07VLRQLWF/ref=sr_1_109?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-109
73,"Recettes Jeûne Intermittent: Une collection des meilleures recettes fasting pour réussir votre jeûne intermittent et atteindre vos objectifs (recettes minceur et gourmandes, recettes cétogènes faciles","['Broché 9,99€€', 'Format Kindle 3,99€€']","2,0",1,https://www.amazon.fr//Recettes-Je%C3%BBne-Intermittent-collection-intermittent/dp/B08XH2JRJY/ref=sr_1_110?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-110
74,"Le régime végétarien: une alimentation saine, gourmande et équilibrée","['Broché 19,95€€', 'Format Kindle 14,99€€']","3,9",8,https://www.amazon.fr//r%C3%A9gime-v%C3%A9g%C3%A9tarien-alimentation-gourmande-%C3%A9quilibr%C3%A9e/dp/2017089133/ref=sr_1_111?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-111
75,Ma pâtisserie healthy: 60 recettes saines & gourmandes,"['Broché 14,90€€', 'Format Kindle 9,99€€']","4,4",8,https://www.amazon.fr//Ma-p%C3%A2tisserie-healthy-recettes-gourmandes/dp/2226459995/ref=sr_1_112?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-112
76,Les recettes healthy de Margot,"['Format Kindle 10,99€€', 'Broché 19,90€€']","4,4",98,https://www.amazon.fr//recettes-healthy-Margot-MARGOT-biendansmonslip/dp/B07NMNC86R/ref=sr_1_113?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-113
77,"LAISSE-TOI GUIDER: LTG, mon programme de rééquilibrage alimentaire","['Broché 23,00€€']","4,4",651,https://www.amazon.fr//LAISSE-TOI-GUIDER-programme-r%C3%A9%C3%A9quilibrage-alimentaire/dp/1088841120/ref=sr_1_114?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-114
78,Recettes légères et gourmandes avec Steam up,"['Broché 9,95€€']","4,5",49,https://www.amazon.fr//Recettes-l%C3%A9g%C3%A8res-gourmandes-avec-Steam/dp/2035970210/ref=sr_1_115?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-115
79,Régime IG - Perdez 3 kilos dès la première semaine,"['Broché 8,00€€']","3,8",89,https://www.amazon.fr//R%C3%A9gime-IG-Perdez-premi%C3%A8re-semaine/dp/2359344765/ref=sr_1_116?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-116
80,Régime Cétogène: Perdre jusqu’à 10kg en quelques jours,"['Broché 7,87€€', 'Format Kindle 2,99€€']","3,2",109,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A026254834VHE5WAX6WDJ&url=%2FR%25C3%25A9gime-C%25C3%25A9tog%25C3%25A8ne-Perdre-jusqu%25C3%25A0-quelques%2Fdp%2F1975650492%2Fref%3Dsr_1_117_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618528095%26sr%3D8-117-spons%26psc%3D1&qualifier=1618528095&id=1068800235663289&widgetName=sp_mtf
81,Mon Agenda minceur: objectif 90 jours journal motivant de suivi de regime 100 pages format pratique A5,"['Broché 6,99€€']","3,0",1,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A08406002KUTCSW2IWF9H&url=%2FMon-Agenda-minceur-objectif-motivant%2Fdp%2FB08NTST58K%2Fref%3Dsr_1_118_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618528095%26sr%3D8-118-spons%26psc%3D1&qualifier=1618528095&id=1068800235663289&widgetName=sp_mtf
82,Agenda minceur 90 jours - mon suivi alimentaire détaillé: v2-1 Cahier régime | 90 jours pour maigrir | carnet regime à compléter sur 90 jours | 21cm x ... broché | planificateur fond gris anthracite,"['Broché 7,99€€']",None,None,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0855182SSS683KFQT2I&url=%2FAgenda-minceur-jours-alimentaire-planificateur%2Fdp%2FB08C94RKBT%2Fref%3Dsr_1_119_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618528095%26sr%3D8-119-spons%26psc%3D1&qualifier=1618528095&id=1068800235663289&widgetName=sp_mtf
83,La méthode 10/10 : ce livre fait perdre 10 kg et vivre 10 ans de plus,"['Format Kindle 9,99€€', 'Broché 24,90€€']","3,7",649,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A03759771BJ25AE9X5VX7&url=%2Fm%25C3%25A9thode-10-livre-perdre-vivre%2Fdp%2FB01LR5C5B8%2Fref%3Dsr_1_120_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618528095%26sr%3D8-120-spons%26psc%3D1&qualifier=1618528095&id=1068800235663289&widgetName=sp_mtf
84,Recettes: Livre De Recettes: Recettes santés simples et délicieuses,"['Format Kindle 0,00€€', 'Broché 8,37€€']","3,9",201,https://www.amazon.fr//Recettes-Livre-sant%C3%A9s-simples-d%C3%A9licieuses-ebook/dp/B06Y5WV9TR/ref=sr_1_121?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-121
85,"Plats gourmands, vapeur douce: 120 recettes simples et bluffantes","['Relié 19,90€€', 'Format Kindle 13,99€€']","4,6",127,https://www.amazon.fr//Plats-gourmands-vapeur-douce-bluffantes/dp/2226453342/ref=sr_1_122?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-122
86,"Mon Carnet de recettes: Livre de recettes à écrire | Carnet personnalisé pour 50 recettes de cuisine à remplir | 2 pages par recette |Grand Format 21,59 cm x 27,94 cm [ Idée cadeau à offrir","['Broché 6,99€€']","4,8",23,https://www.amazon.fr//Mon-Carnet-recettes-personnalis%C3%A9-cuisine/dp/B08992BD7F/ref=sr_1_123?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-123
87,Friteuse à air: 130 Recettes faciles et rapides,"['Broché 9,99€€']","3,6",46,https://www.amazon.fr//Friteuse-air-Recettes-faciles-rapides/dp/B086PLBT6B/ref=sr_1_124?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-124
88,"L'Assiette paléo, 101 recettes spécial force et endurance","['Format Kindle 11,99€€', 'Broché 16,90€€']","4,3",159,https://www.amazon.fr//LAssiette-pal%C3%A9o-recettes-sp%C3%A9cial-endurance/dp/2365491073/ref=sr_1_125?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-125
89,"100 aliments IG, index glycémique bas, à volonté","['Broché 10,00€€', 'Format Kindle 6,99€€']","4,3",412,https://www.amazon.fr//100-aliments-index-glyc%C3%A9mique-volont%C3%A9/dp/2916878777/ref=sr_1_126?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-126
90,Plats light et bons pour la santé,"['Broché 4,99€€']","4,0",66,https://www.amazon.fr//Plats-light-bons-pour-sant%C3%A9/dp/2263154094/ref=sr_1_127?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-127
91,Recettes express avec Thermomix,"['Relié 29,95€€', 'Format Kindle 28,99€€']","4,6",132,https://www.amazon.fr//Recettes-express-Thermomix-B%C3%A9reng%C3%A8re-Abraham/dp/203595990X/ref=sr_1_128?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-128
92,Cookéo cuisine du monde (Les petits Moulinex/Seb),"['Format Kindle 7,99€€', 'Broché 9,95€€']","4,6",523,https://www.amazon.fr//Cook%C3%A9o-cuisine-monde-petits-Moulinex-ebook/dp/B07QK7LYJW/ref=sr_1_129?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-129
93,"Jus de Fruits et de Legumes Crus: 57 recettes faciles et un Guide Pratique Complet pour améliorer votre alimentation : Santé, Vitalité et Minceur, ... sans extracteur, FACILEMENT ET DURABLEMENT.","['Broché 14,99€€', 'Format Kindle 2,99€€']","3,9",110,https://www.amazon.fr//Jus-Fruits-Legumes-Crus-alimentation/dp/2955413305/ref=sr_1_130?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-130
94,Les soupes minceur,"['Broché 14,90€€']","3,5",2,https://www.amazon.fr//soupes-minceur-Philippe-Chavanne/dp/2359345575/ref=sr_1_131?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-131
95,Agenda Minceur 90 jours: Journal alimentaire et carnet de suivi sportif | Cahier minceur à compléter chaque jour pour le suivi de votre régime ou de votre rééquilibrage alimentaire,"['Broché 8,99€€']","4,0",4,https://www.amazon.fr//Agenda-Minceur-jours-alimentaire-r%C3%A9%C3%A9quilibrage/dp/B08RYCLQN1/ref=sr_1_132?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-132
96,Programmez votre cerveau minceur: 21 jours pour maigrir avec les neurosciences,"['Broché 19,50€€']","4,0",101,https://www.amazon.fr//Programmez-votre-cerveau-minceur-neurosciences/dp/2226393544/ref=sr_1_133?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-133
97,Ma cuisine IG bas - super facile,"['Broché 6,95€€']","4,2",62,https://www.amazon.fr//Ma-cuisine-IG-bas-facile/dp/2263169490/ref=sr_1_134?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-134
98,"MES 100 RECETTES HEALTHY MINCEUR - A compléter, cuisiner et savourer: Livre de recettes à écrire soi-même I Carnet & Cahier I Idée cadeau I Noël I ... I Amaigrissant I Maigrir I Mincir I Régimes I","['Broché 9,99€€']",None,None,https://www.amazon.fr//MES-100-RECETTES-HEALTHY-MINCEUR/dp/B08BWGWL65/ref=sr_1_135?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-135
99,Mes petites recettes magiques - Soupes,"['Broché 6,00€€', 'Poche  59,70€€']","4,2",134,https://www.amazon.fr//Mes-petites-recettes-magiques-soupes/dp/B0754521CY/ref=sr_1_136?dchild=1&keywords=livre+recettes+minceur&qid=1618528095&sr=8-136
